Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4950694,GHED_OOPSCHE_SHA2011,COUNTRY,CAN,AMR,Americas,YEAR,2016,,,,,,,,,15.6,15.60097,,,,2024-12-10T14:55:59Z,2016,2016-01-01,2016-12-31
4955328,GHED_OOPSCHE_SHA2011,COUNTRY,NLD,EUR,Europe,YEAR,2013,,,,,,,,,11.53,11.53489,,,,2024-12-10T14:55:59Z,2013,2013-01-01,2013-12-31
4956385,GHED_OOPSCHE_SHA2011,COUNTRY,VCT,AMR,Americas,YEAR,2014,,,,,,,,,34.01,34.01258,,,,2024-12-10T14:55:59Z,2014,2014-01-01,2014-12-31
4956596,GHED_OOPSCHE_SHA2011,COUNTRY,SUR,AMR,Americas,YEAR,2013,,,,,,,,,27.87,27.87245,,,,2024-12-10T14:55:59Z,2013,2013-01-01,2013-12-31
4958898,GHED_OOPSCHE_SHA2011,COUNTRY,PLW,WPR,Western Pacific,YEAR,2012,,,,,,,,,16.62,16.61825,,,,2024-12-10T14:55:59Z,2012,2012-01-01,2012-12-31
4962022,GHED_OOPSCHE_SHA2011,WORLDBANKINCOMEGROUP,WB_UMI,,,YEAR,2018,,,,,,,,,32.62,32.62367,,,,2024-12-10T14:55:59Z,2018,2018-01-01,2018-12-31
4962198,GHED_OOPSCHE_SHA2011,COUNTRY,LVA,EUR,Europe,YEAR,2019,,,,,,,,,35.11,35.105,,,,2024-12-10T14:55:59Z,2019,2019-01-01,2019-12-31
4963067,GHED_OOPSCHE_SHA2011,REGION,SEAR,,,YEAR,2021,,,,,,,,,34.49,34.48799,,,,2024-12-10T14:55:59Z,2021,2021-01-01,2021-12-31
4963629,GHED_OOPSCHE_SHA2011,COUNTRY,IND,SEAR,South-East Asia,YEAR,2016,,,,,,,,,63.21,63.2062,,,,2024-12-10T14:55:59Z,2016,2016-01-01,2016-12-31
4963885,GHED_OOPSCHE_SHA2011,COUNTRY,BEN,AFR,Africa,YEAR,2018,,,,,,,,,45.57,45.57243,,,,2024-12-10T14:55:59Z,2018,2018-01-01,2018-12-31
4972811,GHED_OOPSCHE_SHA2011,COUNTRY,SYR,EMR,Eastern Mediterranean,YEAR,2004,,,,,,,,,52.02,52.02074,,,,2024-12-10T14:55:59Z,2004,2004-01-01,2004-12-31
4973453,GHED_OOPSCHE_SHA2011,COUNTRY,SEN,AFR,Africa,YEAR,2001,,,,,,,,,52.76,52.76372,,,,2024-12-10T14:55:59Z,2001,2001-01-01,2001-12-31
4973670,GHED_OOPSCHE_SHA2011,COUNTRY,PSE,EMR,Eastern Mediterranean,YEAR,2013,,,,,,,,,42.7,42.7,,,,2024-12-10T14:55:59Z,2013,2013-01-01,2013-12-31
4974586,GHED_OOPSCHE_SHA2011,COUNTRY,DMA,AMR,Americas,YEAR,2002,,,,,,,,,41.7,41.70457,,,,2024-12-10T14:55:59Z,2002,2002-01-01,2002-12-31
4978786,GHED_OOPSCHE_SHA2011,COUNTRY,PER,AMR,Americas,YEAR,2016,,,,,,,,,29.6,29.59668,,,,2024-12-10T14:55:59Z,2016,2016-01-01,2016-12-31
4980792,GHED_OOPSCHE_SHA2011,COUNTRY,COK,WPR,Western Pacific,YEAR,2002,,,,,,,,,8.27,8.26622,,,,2024-12-10T14:55:59Z,2002,2002-01-01,2002-12-31
4981201,GHED_OOPSCHE_SHA2011,COUNTRY,BRB,AMR,Americas,YEAR,2015,,,,,,,,,44.41,44.41488,,,,2024-12-10T14:55:59Z,2015,2015-01-01,2015-12-31
4981601,GHED_OOPSCHE_SHA2011,COUNTRY,CHN,WPR,Western Pacific,YEAR,2012,,,,,,,,,39.23,39.23459,,,,2024-12-10T14:55:59Z,2012,2012-01-01,2012-12-31
4987904,GHED_OOPSCHE_SHA2011,COUNTRY,NRU,WPR,Western Pacific,YEAR,2020,,,,,,,,,0.78,0.778,,,,2024-12-10T14:55:59Z,2020,2020-01-01,2020-12-31
4988736,GHED_OOPSCHE_SHA2011,COUNTRY,NOR,EUR,Europe,YEAR,2006,,,,,,,,,16.45,16.45255,,,,2024-12-10T14:55:59Z,2006,2006-01-01,2006-12-31
4991027,GHED_OOPSCHE_SHA2011,COUNTRY,STP,AFR,Africa,YEAR,2022,,,,,,,,,11.97,11.97192,,,,2024-12-10T14:55:59Z,2022,2022-01-01,2022-12-31
4991720,GHED_OOPSCHE_SHA2011,COUNTRY,BRA,AMR,Americas,YEAR,2016,,,,,,,,,24.42,24.42057,,,,2024-12-10T14:55:59Z,2016,2016-01-01,2016-12-31
4993666,GHED_OOPSCHE_SHA2011,COUNTRY,GEO,EUR,Europe,YEAR,2011,,,,,,,,,75.61,75.61214,,,,2024-12-10T14:55:59Z,2011,2011-01-01,2011-12-31
4994831,GHED_OOPSCHE_SHA2011,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2005,,,,,,,,,65.87,65.86717,,,,2024-12-10T14:55:59Z,2005,2005-01-01,2005-12-31
4996467,GHED_OOPSCHE_SHA2011,COUNTRY,DMA,AMR,Americas,YEAR,2009,,,,,,,,,42.24,42.2405,,,,2024-12-10T14:55:59Z,2009,2009-01-01,2009-12-31
